"cnum","average"
227,0.00410200556826212
228,0.00421212715872997
229,0.00103113798571338
230,0.00401868458856522
231,0.00139220667514795
232,0.00115651617438893
233,0.00105248313907945
234,0.00466515921829778
235,0.00405403566714498
236,0.00111412777539817
237,0.00189715456348089
238,0.00174757845298189
239,0.00150119869912625
240,0.00255634580472702
241,0.00418466935867105
242,0.00386988545387911
243,0.00415745484617891
244,0.00368021975110189
245,0.010807902048434
246,0.00145655462684668
247,0.00146057758371989
248,0.00439360043783986
249,0.00175376542440567
250,0.00420003720112126
251,0.00117771141236447
252,0.00410755629880641
253,0.00128987716167852
254,0.00128880905193798
255,0.00411071183276032
256,0.00284949901719128
257,0.00195926641567978
258,0.00235821934012235
259,0.00383202661764269
260,0.00274899631809856
261,0.0019642696555153
262,0.00419024660684188
263,0.000747766215213773
264,0.00118910187866298
265,0.00266554472207468
266,0.00201943963422105
267,0.00409830710982174
268,0.00179960315774154
269,0.00217643076563042
270,0.00188804742420483
271,0.00435164873140758
272,0.00383765622248065
273,0.00150565402632029
274,0.00377323226262281
275,0.0012078112389667
276,0.00310130945484559
277,0.00201403916098984
278,0.00218578859577176
279,0.00414837602678039
280,0.000970954234151059
281,0.00214448543026532
282,0.00332627808390302
283,0.0019277203650812
284,0.00346679011855326
285,0.00201485613140394
286,0.00414214563970336
287,0.00108360832592625
288,0.00696747022914386
289,0.000961080381470276
290,0.00373381836969231
291,0.00337868340273684
292,0.00205550863967285
293,0.00310220708171391
294,0.00376869519062123
295,0.00117182429028531
296,0.00266970517475144
297,0.0269848682344441
298,0.00760797373515966
299,0.00303671895173005
300,0.000801832271925174
301,0.00334611455997074
302,0.00398109615260686
303,0.00159383466876464
304,0.00099123948795032
305,0.00406009429420103
306,0.00150033621178571
307,0.00195376885360822
308,0.00106186323270783
309,0.00155484755941039
310,0.00235786166286106
311,0.00230055322610451
312,0.00399489834079025
313,0.00542433624797528
314,0.00413014129495916
315,0.00134278431293197
316,0.00164716047746457
317,0.00277492343978
318,0.00203941203526657
319,0.00417370278772691
320,0.00102761140259809
321,0.00772213284921373
322,0.00131700577141626
323,0.00269220437124087
324,0.00393360410447121
325,0.00270840363514724
326,0.00270984604132433
327,0.00358257159834026
328,0.00165039355998326
329,0.00147886874310669
330,0.00327792232442213
